gender,eng,count,pr_fa,abjad,pr_en,origin,civil_registration_approved
دختر,nilan,,نیلان,141,nilan,یونانی,نامشخص
دختر,nilma,,نیلما,131,nilma,"فارسی , سانسکریت",نامشخص
دختر,nili,182,نيلي,100,nili,"فارسی , سانسکریت",تایید شده
دختر,nadiya,44400,ناديا,66,nādiyā,"عربی , فرانسوی",تایید شده
دختر,naghme,11728,نغمه,1095,naqme,عربی,تایید شده
دختر,najva,1626,نجوا,60,najvā,فارسی,تایید شده
دختر,nuzha,515,نوژا,57,nužā,فارسی,تایید شده
دختر,nilram,161,نيلرام,331,nilrām,فارسی,تایید شده
دختر,negarshid,,نگارشید,585,negarshid,فارسی,نامشخص
دختر,nor san,,نورسان,367,nor san,فارسی,نامشخص
پسر,nihat,,نیهات,466,nihat,ترکی,نامشخص
دختر,nivan,,نیوان,117,nivan,فارسی,نامشخص
پسر,nikad,,نیکاد,85,nikad,ترکی,نامشخص
پسر,nikdad,101,نيکداد,89,ndād,فارسی,تایید شده
پسر,nik,647,نيک,80,nik,فارسی,تایید شده
دختر,naz afarin,3797,نازآفرين,399,nāz āfarin,فارسی,تایید شده
دختر,nuriyeh,7789,نوريه,271,nuriye,عربی,تایید شده
دختر,nuzhin,579,نوژين,116,nužin,فارسی,تایید شده
دختر,natasha,,ناتاشا,753,natasha,لاتین,نامشخص
دختر,nazan,,نازان,109,nazan,فارسی,نامشخص
پسر,nazir,643,نذير,960,nazir,عربی,تایید شده
پسر,nuh,1312,نوح,64,nuh,عربی,تایید شده
پسر,naeimreza,101,نعيم رضا,1171,nrezā,عربی,تایید شده
پسر,nurollah,38597,نورالله,322,nurollāh,عربی,تایید شده
پسر,niyavash,265,نياوش,367,niyāvaš,فارسی,تایید شده
پسر,nikiyar,112,نيکيار,291,nikiyār,فارسی,تایید شده
پسر,nam dar,7917,نامدار,296,nām dār,فارسی,تایید شده
دختر,nakisa,1216,نکيسا,141,nakisā,فارسی,تایید شده
دختر,nalka,101,نلکا,101,naelkā,فارسی,تایید شده
دختر,naena,527,نعنا,171,naenā,عربی,تایید شده
دختر,navazesh,120,نوازش,364,navāzeš,فارسی,تایید شده
دختر,naz shirin,101,نازشیرین,628,nāz širin,فارسی,تایید شده
دختر,narvon,191,نارون,307,nārvon,فارسی,تایید شده
دختر,nil,259,نيل,90,nil,سانسکریت,تایید شده
دختر,nurin,128,نورين,316,nurin,"فارسی , عربی",تایید شده
دختر,nafise,46760,نفيسه,205,nafise,عربی,تایید شده
دختر,nasim,52601,نسيم,160,nasim,عربی,تایید شده
دختر,nurolhoda,879,نورالهدی,306,nurolhodā,عربی,تایید شده
دختر,nazaninnarges,561,نازنيننرگس,498,nnarges,فارسی,تایید شده
دختر,nazila,23990,نازيلا,99,nāzilā,"ترکی , فارسی",تایید شده
دختر,nazaninmaryam,1265,نازنينمریم,458,nmaryam,"فارسی , عبری",تایید شده
دختر,nazaninfateme,26468,نازنينفاطمه,303,nfāteme,"فارسی , عربی",تایید شده
دختر,nazaninmasume,869,نازنین معصومه,419,nmasume,"فارسی , عربی",تایید شده
دختر,nazita,692,نازيتا,469,nāzitā,فارسی,تایید شده
دختر,narmin,5751,نرمین,350,narmin,فارسی,تایید شده
دختر,nusha,599,نوشا,357,nušā,فارسی,تایید شده
دختر,neysa,154,نيسا,121,neysā,فارسی,تایید شده
دختر,niksa,172,نیکسا,141,nsā,فارسی,تایید شده
دختر,nikafarin,101,نیک آفرین,421,nāfarin,فارسی,تایید شده
دختر,nushin,28502,نوشين,416,nušin,فارسی,تایید شده
دختر,nasrin,219582,نسرين,370,nasrin,فارسی,تایید شده
دختر,nilufar,88385,نيلوفر,376,nilufar,"فارسی , سانسکریت",تایید شده
دختر,nahid,181290,ناهيد,70,nāhid,فارسی,تایید شده
دختر,niku,5014,نيکو,86,niku,فارسی,تایید شده
دختر,negarin,342,نگارین,331,negārin,فارسی,تایید شده
دختر,nava,2140,نوا,57,navā,فارسی,تایید شده
دختر,negah,467,نگاه,76,negāh,فارسی,تایید شده
دختر,nazbano,,نازبانو,117,nazbano,فارسی,نامشخص
دختر,nayrika,,نایریکا,292,nayrika,فارسی,نامشخص
دختر,nelsa,,نلسا,141,nelsa,سانسکریت,نامشخص
دختر,nor,,نور,256,nor,عربی,نامشخص
دختر,niyara,,نیارا,262,niyara,فارسی,نامشخص
دختر,nilso,,نیلسو,156,nil so,فارسی,نامشخص
پسر,nivad,,نیواد,71,nivad,فارسی,نامشخص
دختر,naz khaton,,نازخاتون,1115,naz khaton,فارسی,نامشخص
دختر,nabat,,نبات,453,nabat,عربی,نامشخص
دختر,nozhyan,,نوژیان,117,nozhyan,کردی,نامشخص
دختر,niyan,,نیان,111,niyan,کردی,نامشخص
دختر,negarzeinab,,نگار زینب,340,negarzeinab,"فارسی , عربی",نامشخص
پسر,niyarad,,نیاراد,266,niyarad,فارسی,نامشخص
پسر,namik,,نامیک,121,namik,فارسی,نامشخص
دختر,nikuzahra,,نيكوزهرا,299,nzahra,"فارسی , عربی",نامشخص
پسر,naji,101,نجی,63,naji,عربی,تایید شده
پسر,naser,238201,ناصر,341,nāser,عربی,تایید شده
پسر,naeim,12428,نعيم,170,naeim,عربی,تایید شده
پسر,nabiyollah,25017,نبی الله,128,nabiyollāh,عربی,تایید شده
پسر,nambod,101,نامبد,97,nāmboad,فارسی,تایید شده
پسر,nikju,101,نيکجو,89,nju,فارسی,تایید شده
دختر,nehzat,1258,نهضت,1255,neahzat,عربی,تایید شده
دختر,nushika,160,نوشيکا,387,nušikā,مازندرانی,تایید شده
دختر,nezakat,,نزاکت,478,nezakat,فارسی,نامشخص
دختر,nashmin,,نشمین,450,nashmin,کردی,نامشخص
پسر,namvar,101,نامور,297,nāmvar,فارسی,تایید شده
پسر,neyram,101,نيرم,300,neayram,"فارسی , اوستایی",تایید شده
پسر,nikurad,101,نيکوراد,291,nrād,فارسی,تایید شده
پسر,noeman,2945,نعمان,211,noemān,عربی,تایید شده
پسر,neematollah,69628,نعمتالله,626,neematollāh,عربی,تایید شده
پسر,nejat,5249,نجات,454,nejāt,عربی,تایید شده
پسر,najmoddin,5020,نجمالدين,188,najmoddin,عربی,تایید شده
پسر,nategh,377,ناطق,160,nāteq,عربی,تایید شده
پسر,nafee,220,نافع,201,nāfee,عربی,تایید شده
پسر,najiboddin,101,نجيبالدين,160,najiboddin,عربی,تایید شده
پسر,naserkhosrow,101,ناصرخسرو,1207,nkhosrow,"عربی , پهلوی",تایید شده
پسر,now bakht,699,نوبخت,1058,now bakht,فارسی,تایید شده
پسر,nushad,2016,نوشاد,361,nušād,فارسی,تایید شده
پسر,nam ju,112,نامجو,100,nām ju,فارسی,تایید شده
پسر,nahad,674,نهاد,60,naehād,فارسی,تایید شده
پسر,niru,101,نيرو,266,niru,فارسی,تایید شده
دختر,nush azar,131,نوشآذر,1257,nuš āzar,فارسی,تایید شده
دختر,nasibe,9169,نسيبه,127,nasibe,عربی,تایید شده
دختر,nayyere,38654,نيره,265,nayyere,عربی,تایید شده
دختر,nargeszahra,101,نرگس زهرا,543,nzahrā,"فارسی , عربی",تایید شده
دختر,naz fateme,101,نازفاطمه,193,nāz fāteme,"فارسی , عربی",تایید شده
دختر,nazaninbatul,101,نازنین بتول,606,nbatul,"فارسی , عربی",تایید شده
دختر,nazaninkhadijeh,101,نازنین خدیجه,790,nkhadije,"فارسی , عربی",تایید شده
دختر,nazaninkowsar,380,نازنین کوثر,894,nkowsar,"فارسی , عربی",تایید شده
دختر,neginzahra,360,نگينزهرا,343,nzahrā,"فارسی , عربی",تایید شده
دختر,narjeszahra,101,نرجس زهرا,526,nzahrā,"فارسی , عربی",تایید شده
دختر,neginchehreh,101,نگينچهره,340,nčehre,فارسی,تایید شده
دختر,nuna,1202,نونا,107,nunā,عبری,تایید شده
دختر,nikakhtar,101,نيکاختر,1281,nakhtar,فارسی,تایید شده
دختر,nar daneh,2425,ناردانه,311,nār dāne,فارسی,تایید شده
دختر,niyusha,15367,نيوشا,367,niyušā,فارسی,تایید شده
دختر,nar gol,1967,نارگل,301,nār gol,فارسی,تایید شده
پسر,nasuh,,نصوح,154,nasuh,عربی,نامشخص
پسر,nazir,,نضیر,1060,nazir,عربی,نامشخص
دختر,naghshineh,,نقشینه,515,naghshine,"فارسی , عربی",نامشخص
دختر,nekoyar,,نکویار,287,nekoyar,فارسی,نامشخص
دختر,negarzahra,,نگارزهرا,484,negarzahra,"فارسی , عربی",نامشخص
دختر,negarmozhan,,نگارموژان,368,negarmozhan,فارسی,نامشخص
پسر,nagisa,,نگیسا,141,nagisa,فارسی,نامشخص
دختر,negina,,نگینا,131,negina,عبری,نامشخص
دختر,nell,,نل,80,nel,لاتین,نامشخص
دختر,nelya,,نلیا,91,nelya,سانسکریت,نامشخص
پسر,notash,,نوتاش,757,notash,فارسی,نامشخص
پسر,nutrika,,نوتریکا,687,nutrika,اوستایی,نامشخص
دختر,nor dokht,,نوردخت,1260,nor dokht,فارسی,نامشخص
پسر,nur ali,,نورعلی,366,nur ali,عربی,نامشخص
دختر,norman,,نورمان,347,norman,ترکی,نامشخص
پسر,norvan,,نوروان,313,norvan,ارمنی,نامشخص
پسر,noman,,نومان,147,noman,فارسی,نامشخص
پسر,noel,,نوئل,96,noel,لاتین,نامشخص
پسر,niyatus,,نیاتوس,527,niyatus,فارسی,نامشخص
پسر,niyak,,نیاک,81,niyak,فارسی,نامشخص
پسر,nisham,,نیشام,401,nisham,فارسی,نامشخص
دختر,nilas,,نیلاس,151,nilas,فارسی,نامشخص
دختر,nilsan,,نیلسان,201,nil san,فارسی,نامشخص
دختر,niha,,نیها,66,niha,هندی,نامشخص
دختر,narvash,,ناروش,557,narvash,فارسی,نامشخص
دختر,nilosa,,نیلوسا,157,nilosa,سانسکریت,نامشخص
دختر,narish,,ناریش,561,narish,فارسی,نامشخص
دختر,nurso,,نورسو,322,nurso,"ترکی , فارسی",نامشخص
پسر,nikbeh,,نیکبه,87,nikbe,فارسی,نامشخص
پسر,niyosa,,نیوسا,127,niyosa,فارسی,نامشخص
پسر,nasiko,,ناسیکو,147,nasiko,کردی,نامشخص
پسر,nik del,,نیکدل,114,nik del,فارسی,نامشخص
پسر,nafis,,نفیس,200,nafis,عربی,نامشخص
پسر,nesarahmad,,نثاراحمد,804,nnesar,"فارسی , عربی",نامشخص
دختر,niran,,نیران,311,nirān,فارسی,نامشخص
پسر,nivrad,,نیوراد,271,nivrad,فارسی,نامشخص
پسر,nazlor,,نازلر,288,nazlor,فارسی,نامشخص
پسر,nikumehr,101,نيکومهر,331,nmehr,فارسی,تایید شده
پسر,nikunam,101,نيکونام,177,nnām,فارسی,تایید شده
پسر,nowshervan,101,نوشروان,613,nowšervān,فارسی,تایید شده
پسر,nowzar,4548,نوذر,956,nowzar,فارسی,تایید شده
پسر,nastahan,101,نستهن,565,nastahan,فارسی,تایید شده
پسر,nikbin,101,نيکبين,142,nbin,فارسی,تایید شده
پسر,nikruz,366,نيکروز,293,nruz,فارسی,تایید شده
پسر,nikpey,101,نيکپي,92,npey,فارسی,تایید شده
پسر,niv,101,نيو,66,niv,فارسی,تایید شده
پسر,nuzhan,362,نوژن,106,nužan,فارسی,تایید شده
پسر,nael,101,نائل,91,nāel,عربی,تایید شده
پسر,nayeb,1627,نايب,63,nāyeb,عربی,تایید شده
پسر,nader,105801,نادر,255,nāder,عربی,تایید شده
پسر,nayef,308,نايف,141,nāyef,عربی,تایید شده
پسر,naghib,210,نقيب,162,naqib,عربی,تایید شده
پسر,nosratoddin,101,نصرتالدين,835,nosratoddin,عربی,تایید شده
پسر,nasroddin,1274,نصرالدين,435,nasroddin,عربی,تایید شده
پسر,naji,5009,ناجی,64,nāji,عربی,تایید شده
پسر,najiyollah,521,نجيالله,129,najiyollāh,عربی,تایید شده
پسر,nassar,297,نصار,341,nassār,عربی,تایید شده
پسر,navidhossein,101,نویدحسین,198,nhoseyn,"فارسی , عربی",تایید شده
دختر,nilin,101,نيلين,150,nilin,"فارسی , سانسکریت",تایید شده
دختر,nilfam,101,نيلفام,211,nilfām,"فارسی , سانسکریت",تایید شده
دختر,nilgun,199,نيلگون,166,nilgun,"فارسی , سانسکریت",تایید شده
دختر,niliya,2026,نيليا,101,niliyā,"فارسی , سانسکریت",تایید شده
دختر,nafhe,101,نفحه,143,nafhe,عربی,تایید شده
دختر,nazare,283,نظاره,1156,nazāre,عربی,تایید شده
دختر,naval,2920,نوال,87,navāl,عربی,تایید شده
دختر,nazih,101,نزيه,72,nazih,عربی,تایید شده
دختر,nahayat,371,نهايت,466,naehāyat,عربی,تایید شده
دختر,nadime,1472,نديمه,109,nadime,عربی,تایید شده
دختر,neda,139550,ندا,55,nedā,عربی,تایید شده
دختر,nurolsama,101,نورالسما,388,nurolsamā,عربی,تایید شده
دختر,nelisa,261,نليسا,151,nelisā,فارسی,تایید شده
دختر,nata,101,ناتا,452,nātā,فارسی,تایید شده
دختر,narine,374,نارینه,316,nārine,ارمنی,تایید شده
دختر,narta,101,نارتا,652,nārtā,"فارسی , عربی",تایید شده
دختر,nardis,101,ناردیس,325,nārdis,"فارسی , عربی",تایید شده
دختر,nara,101,نارا,252,nārā,"فارسی , عربی",تایید شده
دختر,naz dokht,101,نازدخت,1062,nāz dokht,فارسی,تایید شده
دختر,navak,101,ناوک,77,nāvak,فارسی,تایید شده
دختر,nastaran,55298,نسترن,760,nastaran,فارسی,تایید شده
دختر,nargesdokht,101,نرگسدخت,1334,ndokht,فارسی,تایید شده
دختر,nowgol,308,نوگل,106,nowgol,فارسی,تایید شده
دختر,naz vala,101,نازوالا,96,nāz vālā,فارسی,تایید شده
دختر,nemune,167,نمونه,151,"neo,amune",فارسی,تایید شده
دختر,nargesi,101,نرگسی,340,nargesi,فارسی,تایید شده
دختر,naz mehr,117,نازمهر,303,n_mehr,فارسی,تایید شده
دختر,narbon,101,ناربن,303,nārbon,فارسی,تایید شده
دختر,naz far,101,نازفر,338,nāz far,فارسی,تایید شده
دختر,nozhatozzaman,219,نزهتالزمان,591,nozhatozzamān,عربی,تایید شده
دختر,nazhin,166,ناژين,111,nāžin,فارسی,تایید شده
دختر,naz jahan,101,نازجهان,117,nāze jahān,فارسی,تایید شده
دختر,negare,299,نگاره,276,negāre,فارسی,تایید شده
دختر,nikulegha,101,نيکولقا,217,nleqā,فارسی,تایید شده
دختر,nikshad,101,نيکشاد,385,nšād,فارسی,تایید شده
پسر,noban,,نوبان,109,noban,ترکی,نامشخص
پسر,nimakeh,,نیماکه,126,nimake,گیلکی,نامشخص
پسر,niyasa,,نیاسا,122,niyasa,فارسی,نامشخص
پسر,nayan,,نایان,112,nayan,ترکی,نامشخص
دختر,naniya,,نانیا,112,naniya,فارسی,نامشخص
دختر,nargeskhatun,,نرگس خاتون,1387,nkhatun,فارسی,نامشخص
پسر,noha,,نوحا,65,noha,عبری,نامشخص
دختر,nazniya,,نازنیا,119,nazniya,فارسی,نامشخص
پسر,nonud,,نونود,116,nonud,فارسی,نامشخص
پسر,noyar,,نویار,267,noyar,فارسی,نامشخص
پسر,niraj,,نیراج,264,niraj,سانسکریت,نامشخص
دختر,nikin,,نیکین,140,nikin,فارسی,نامشخص
دختر,nektar,,نکتار,671,nektar,یونانی,نامشخص
پسر,nashvad,101,نشواد,361,našvād,فارسی,تایید شده
پسر,naseh,2230,ناصح,149,nāseh,عربی,تایید شده
پسر,nezamoddin,2069,نظامالدين,1086,nezāmoddin,عربی,تایید شده
پسر,neemat,23842,نعمت,560,neemat,عربی,تایید شده
پسر,nabil,945,نبيل,92,nabil,عربی,تایید شده
پسر,nasrollah,62553,نصرالله,406,nasrollāh,عربی,تایید شده
پسر,nasiroddin,224,نصيرالدين,445,nasiroddin,عربی,تایید شده
پسر,nasir,13146,نصير,350,nasir,عربی,تایید شده
پسر,naseroddin,913,ناصرالدين,436,nāseroddin,عربی,تایید شده
پسر,nasr,217,نصر,340,nasr,عربی,تایید شده
پسر,nabhan,238,نبهان,108,nabhān,عربی,تایید شده
پسر,nasib,835,نصیب,152,nasib,عربی,تایید شده
پسر,najm,1420,نجم,93,najm,عربی,تایید شده
پسر,nosratollah,35894,نصرت الله,806,nosratollāh,عربی,تایید شده
پسر,nikara,101,نيکآرا,282,nārā,فارسی,تایید شده
پسر,now ruz,30028,نوروز,269,now ruz,فارسی,تایید شده
پسر,nikzad,1110,نيکزاد,92,nzād,فارسی,تایید شده
پسر,nikkhu,101,نيکخو,686,nkhu,فارسی,تایید شده
پسر,niknam,735,نيکنام,171,nnām,فارسی,تایید شده
دختر,nazhla,523,نژلا,81,nažlā,فارسی,تایید شده
دختر,naz afarid,101,نازآفريد,353,nāz āfarid,فارسی,تایید شده
دختر,naz giti,101,نازگيتي,498,nāz giti,فارسی,تایید شده
دختر,naz mehri,101,نازمهري,313,nāz mehri,فارسی,تایید شده
دختر,nazin,221,نازین,118,nāzin,فارسی,تایید شده
دختر,nahide,24577,ناهيده,75,nāhide,فارسی,تایید شده
دختر,nasar,364,نسار,311,nasār,فارسی,تایید شده
دختر,neginrokh,101,نگينرخ,930,nrokh,فارسی,تایید شده
دختر,nushe,120,نوشه,361,nuše,فارسی,تایید شده
دختر,nikchehre,101,نيکچهره,290,nčehre,فارسی,تایید شده
دختر,nozhat,3104,نزهت,462,nozhat,عربی,تایید شده
دختر,nayyer,10330,نير,260,nayyer,عربی,تایید شده
دختر,nabet,101,نابت,453,nābet,عربی,تایید شده
دختر,nesa,15391,نسا,111,nesā,عربی,تایید شده
دختر,najma,2110,نجما,94,najmā,"فارسی , عربی",تایید شده
دختر,nasiba,101,نسیبا,123,nasibā,"فارسی , عربی",تایید شده
دختر,nashmil,3423,نشمیل,430,našmil,کردی,تایید شده
دختر,nazi,31813,نازي,68,nāzi,فارسی,تایید شده
دختر,nazi dokht,101,نازيدخت,1072,nāzi dokht,فارسی,تایید شده
دختر,nargeseh,101,نرگسه,335,nargese,فارسی,تایید شده
دختر,nasrine,101,نسرينه,375,nasrine,فارسی,تایید شده
دختر,nasrindokht,475,نسريندخت,1374,ndokht,فارسی,تایید شده
دختر,nasrinrokh,101,نسرينرخ,1170,nrokh,فارسی,تایید شده
دختر,negarafruz,101,نگارافروز,565,nafruz,فارسی,تایید شده
دختر,negindokht,101,نگيندخت,1134,ndokht,فارسی,تایید شده
دختر,nuzhe,101,نوژه,61,nuže,فارسی,تایید شده
دختر,nushine,101,نوشينه,421,nušine,فارسی,تایید شده
دختر,nush asa,101,نوش آسا,418,nuš āsā,فارسی,تایید شده
دختر,nush afarin,11758,نوشآفرين,697,nuš āfarin,فارسی,تایید شده
دختر,nushindokht,101,نوشيندخت,1420,ndokht,فارسی,تایید شده
دختر,navide,1566,نويده,75,naovide,فارسی,تایید شده
دختر,novina,101,نوينا,117,novinā,فارسی,تایید شده
دختر,nikta,2328,نيکتا,481,ntā,فارسی,تایید شده
دختر,nikdokht,136,نيکدخت,1084,ndokht,فارسی,تایید شده
دختر,nikiya,161,نيکيا,91,nikiyā,فارسی,تایید شده
دختر,now bahar,2376,نوبهار,264,now bahār,فارسی,تایید شده
دختر,nikafarid,101,نيکآفريد,375,nāfarid,فارسی,تایید شده
دختر,nur afagh,101,نورآفاق,438,nure āfāq,عربی,تایید شده
دختر,nushan,101,نوشان,407,nušān,فارسی,تایید شده
دختر,nikafruz,101,نيکافروز,374,nafruz,فارسی,تایید شده
دختر,now bar,8272,نوبر,258,now bar,فارسی,تایید شده
دختر,nikamehr,101,نیکامهر,326,nmehr,فارسی,تایید شده
دختر,nadi,,نادی,65,nadi,عربی,نامشخص
دختر,narayn,,ناراین,312,narayn,سانسکریت,نامشخص
دختر,nardana,,ناردانا,307,nardana,فارسی,نامشخص
دختر,nardokht,,ناردخت,1255,nar dokht,"فارسی , عربی",نامشخص
دختر,narsis,,نارسیس,381,narsis,یونانی,نامشخص
دختر,nazroy,,نازروی,274,nazroy,فارسی,نامشخص
پسر,nikray,,نیکرای,291,nikray,فارسی,نامشخص
پسر,nezam,,نظام,991,nezam,عربی,نامشخص
پسر,nersi,103,نرسی,320,nersi,اوستایی,تایید شده
پسر,nabi,17789,نبی,62,nabi,عربی,تایید شده
پسر,novin,288,نوين,116,novin,فارسی,تایید شده
پسر,nikahang,101,نيکآهنگ,156,nāhang,فارسی,تایید شده
پسر,nirumand,120,نيرومند,360,nirumand,فارسی,تایید شده
دختر,nikuchehr,101,نيکوچهر,291,nčehr,فارسی,تایید شده
دختر,niki ta,149,نيکيتا,491,niki tā,فارسی,تایید شده
دختر,nikrokh,101,نيکرخ,880,nrokh,فارسی,تایید شده
دختر,nikunaz,101,نيکوناز,144,nnāz,فارسی,تایید شده
دختر,neku,101,نکو,76,neku,فارسی,تایید شده
دختر,nilupar,101,نيلوپر,298,nilupar,فارسی,تایید شده
دختر,nilpar,101,نیلپر,292,nilpar,فارسی,تایید شده
دختر,nazik,284,نازيک,88,nāzik,ترکی,تایید شده
دختر,naghshin,805,نقشين,510,naqšin,"فارسی , عربی",تایید شده
دختر,neshat,1294,نشاط,360,neašāt,عربی,تایید شده
دختر,nadere,11134,نادره,260,nādere,عربی,تایید شده
دختر,nabih,1247,نبيه,67,nabih,عربی,تایید شده
دختر,nayere,101,نايره,266,nāyere,عربی,تایید شده
دختر,naziheh,101,نزیهه,77,nazihe,عربی,تایید شده
دختر,najah,527,نجاح,62,najāh,عربی,تایید شده
دختر,nahan,101,نهان,106,naehān,فارسی,تایید شده
دختر,now roste,4781,نورسته,721,now roste,فارسی,تایید شده
دختر,narenj,,نارنج,304,narenj,فارسی,نامشخص
دختر,naro,,نارو,257,naro,فارسی,نامشخص
دختر,naz,,ناز,58,naz,فارسی,نامشخص
دختر,nazanta,,نازانتا,510,nazanta,فارسی,نامشخص
دختر,naztiyam,,نازتیام,509,naztiyam,"لری , فارسی",نامشخص
دختر,nazdelbar,,نازدلبر,294,nazdelbar,فارسی,نامشخص
دختر,nazrokh,,نازرخ,858,nazrokh,فارسی,نامشخص
دختر,nazak,,نازک,78,nazak,فارسی,نامشخص
دختر,naz gohar,,نازگوهر,289,naz gohar,فارسی,نامشخص
دختر,naz nush,,نازنوش,414,naz nush,فارسی,نامشخص
دختر,nazyab,,نازیاب,71,nazyab,فارسی,نامشخص
دختر,nazineh,,نازینه,123,nazine,فارسی,نامشخص
دختر,nasha,,ناشا,352,nasha,اوستایی,نامشخص
دختر,nafeh,,نافه,136,nafe,فارسی,نامشخص
دختر,nakta,,ناکتا,472,nakta,فارسی,نامشخص
دختر,nana,,نانا,102,nana,فارسی,نامشخص
دختر,nanisa,,نانیسا,172,nanisa,فارسی,نامشخص
دختر,naya,,نایا,62,naya,سانسکریت,نامشخص
دختر,nayab,,نایاب,64,nayab,فارسی,نامشخص
دختر,nesar,,نثار,751,nesar,فارسی,نامشخص
دختر,nask,,نسک,130,nask,فارسی,نامشخص
دختر,nana,,نعناع,241,nana,عربی,نامشخص
دختر,nakhat,,نکهت,475,nakhat,عربی,نامشخص
دختر,negar basteh,,نگاربسته,738,negar basteh,فارسی,نامشخص
دختر,negineh,,نگینه,135,negine,فارسی,نامشخص
دختر,nobaveh,,نوباوه,70,nobave,فارسی,نامشخص
پسر,nadinus,,نادینوس,181,nadinus,فارسی,نامشخص
پسر,nabarzin,,نبرزین,319,nabarzin,فارسی,نامشخص
پسر,nobovat,,نبوت,458,nobovat,عربی,نامشخص
پسر,najaf,,نجف,133,najaf,عربی,نامشخص
پسر,nastar,,نستار,711,nastar,فارسی,نامشخص
پسر,nastod,,نستود,520,nastod,فارسی,نامشخص
پسر,nastor,,نستور,716,nastor,فارسی,نامشخص
پسر,nasira,,نصیرا,351,nasira,عربی,نامشخص
پسر,nushab,,نوشاب,359,nushab,فارسی,نامشخص
پسر,nushyar,,نوشیار,567,nushyar,فارسی,نامشخص
پسر,noham,,نهام,96,noham,عربی,نامشخص
پسر,nahl,,نهل,85,nahl,فارسی,نامشخص
پسر,niyator,,نیاتور,667,niyator,فارسی,نامشخص
پسر,nichervan,,نیچروان,317,nichervan,کردی,نامشخص
پسر,neysan,,نیسان,171,neysan,فارسی,نامشخص
پسر,nikav,,نیکاو,87,nikav,"پهلوی , اوستایی",نامشخص
پسر,niksan,,نیکسان,191,niksan,فارسی,نامشخص
دختر,nazshid,,نازشید,372,nazshid,فارسی,نامشخص
پسر,nikyad,,نیکیاد,95,nikyad,فارسی,نامشخص
دختر,narisa,,ناریسا,322,narisa,فارسی,نامشخص
پسر,nafil,,نفیل,170,nafil,عربی,نامشخص
پسر,nurmand,101,نورمند,350,nurmand,"فارسی , عربی",تایید شده
پسر,nuri,3197,نوری,266,nuri,"فارسی , عربی",تایید شده
پسر,naghi,26446,نقی,160,naqi,عربی,تایید شده
پسر,nowfal,101,نوفل,166,nowfal,عربی,تایید شده
پسر,najibollah,1956,نجيبالله,131,najibollāh,عربی,تایید شده
پسر,najib,1435,نجيب,65,najib,عربی,تایید شده
پسر,nurolmahdi,101,نورالمهدي,346,nurolmahdi,عربی,تایید شده
پسر,nuroddin,15850,نورالدين,351,nuroddin,عربی,تایید شده
پسر,nurolhagh,101,نورالحق,395,nurolhaq,عربی,تایید شده
پسر,niyasan,101,نياسان,172,niyāsān,فارسی,تایید شده
پسر,niyavand,101,نياوند,121,niyāvand,فارسی,تایید شده
پسر,nikfam,101,نيکفام,201,nfām,فارسی,تایید شده
پسر,nikvash,101,نيکوش,386,nikvaš,فارسی,تایید شده
پسر,nikbod,101,نیک بد,86,nbod,فارسی,تایید شده
پسر,nastuh,101,نستوه,521,nastuh,فارسی,تایید شده
پسر,nikfar,101,نيکفر,360,nfar,فارسی,تایید شده
دختر,naz pari,6649,نازپري,270,nāz pari,فارسی,تایید شده
دختر,niyala,101,نیالا,92,niyālā,فارسی,تایید شده
دختر,noghre,8396,نقره,355,noqre,فارسی,تایید شده
دختر,nastar,571,نستر,710,nastar,فارسی,تایید شده
دختر,nevisa,101,نويسا,127,nevisā,فارسی,تایید شده
دختر,nahale,127,نهاله,91,naehāle,فارسی,تایید شده
دختر,nazhu,101,ناژو,57,nāžu,کردی,تایید شده
دختر,narina,594,نارينا,312,nārinā,"فارسی , عربی",تایید شده
دختر,nasima,398,نسيما,161,nasimā,"فارسی , عربی",تایید شده
دختر,nasime,15084,نسيمه,165,nasime,"فارسی , عربی",تایید شده
دختر,nasra,172,نصرا,341,nasrā,عربی,تایید شده
دختر,naeima,359,نعيما,171,naeimā,"فارسی , عربی",تایید شده
دختر,naeime,29242,نعيمه,175,naeime,عربی,تایید شده
دختر,nafisa,214,نفيسا,201,nafisā,"فارسی , عربی",تایید شده
دختر,nahara,101,نهارا,257,nahārā,"فارسی , عربی",تایید شده
دختر,nur angiz,290,نورانگيز,344,nur angiz,"فارسی , عربی",تایید شده
دختر,nuriya,223,نوريا,267,nuriyā,"فارسی , عربی",تایید شده
دختر,nasibeh,13411,نصيبه,157,nasibe,عربی,تایید شده
دختر,najiyeh,1968,ناجيه,69,nājiye,عربی,تایید شده
دختر,nadiye,10928,ناديه,70,nādiye,عربی,تایید شده
دختر,naeemeh,1773,ناعمه,166,nāeeme,عربی,تایید شده
دختر,naele,3021,نائله,96,nāele,عربی,تایید شده
دختر,nazire,1828,نظيره,1165,nazire,عربی,تایید شده
دختر,nahle,182,نحله,93,nahle,عربی,تایید شده
دختر,nuroleein,714,نورالعين,417,nuroleein,عربی,تایید شده
دختر,nebras,101,نبراس,313,nebrās,عربی,تایید شده
دختر,nahle,112,نهله,90,nahle,عربی,تایید شده
دختر,niknaz,422,نيکناز,138,nnāz,فارسی,تایید شده
دختر,nikchehr,101,نيکچهر,285,nčehr,فارسی,تایید شده
دختر,nikru,101,نيکرو,286,nru,فارسی,تایید شده
